trial	copf	ropf	ccc	rcc	eta	csjc	rsjc	eps
970	567.073	0.0170978	591.853	0.0156992	0.111612	586.718	0.00458232	0.00449449
971	567.073	0.0170978	591.932	0.0156918	0.111211	586.85	0.00457562	0.00448779
972	567.073	0.0170978	592.011	0.0156844	0.110811	586.983	0.00456892	0.00448108
973	567.073	0.0170978	592.091	0.015677	0.11041	587.116	0.00456221	0.00447437
974	567.073	0.0170978	592.171	0.0156696	0.11001	587.249	0.00455551	0.00446767
975	567.073	0.0170978	592.252	0.0156621	0.10961	587.383	0.0045488	0.00446096
976	567.073	0.0170978	592.333	0.0156546	0.109209	587.517	0.0045421	0.00445425
977	567.073	0.0170978	592.414	0.0156471	0.108809	587.651	0.00453539	0.00444755
978	567.073	0.0170978	592.495	0.0156396	0.108408	587.786	0.00452869	0.00444084
979	567.073	0.0170978	592.577	0.0156321	0.108008	587.921	0.00452198	0.00443413
980	567.073	0.0170978	592.66	0.0156245	0.107608	588.057	0.00451528	0.00442743
981	567.073	0.0170978	592.742	0.015617	0.107207	588.193	0.00450858	0.00442072
982	567.073	0.0170978	592.825	0.0156094	0.106807	588.33	0.00450187	0.00441401
983	567.073	0.0170978	592.909	0.0156018	0.106406	588.467	0.00449517	0.00440731
984	567.073	0.0170978	592.992	0.0155941	0.106006	588.604	0.00448846	0.0044006
985	567.073	0.0170978	593.076	0.0155865	0.105606	588.742	0.00448176	0.00439389
986	567.073	0.0170978	593.161	0.0155788	0.105205	588.88	0.00447506	0.00438719
987	567.073	0.0170978	593.246	0.0155711	0.104805	589.019	0.00446835	0.00438048
988	567.073	0.0170978	593.331	0.0155634	0.104404	589.158	0.00446165	0.00437377
989	567.073	0.0170978	593.417	0.0155557	0.104004	589.298	0.00445494	0.00436707
990	567.073	0.0170978	593.503	0.0155479	0.103604	589.438	0.00444824	0.00436036
991	567.073	0.0170978	593.589	0.0155402	0.103203	589.578	0.00444154	0.00435365
992	567.073	0.0170978	593.676	0.0155324	0.102803	589.719	0.00443484	0.00434695
993	567.073	0.0170978	593.763	0.0155245	0.102402	589.86	0.00442813	0.00434024
994	567.073	0.0170978	593.85	0.0155167	0.102002	590.002	0.00442143	0.00433353
995	567.073	0.0170978	593.938	0.0155088	0.101602	590.144	0.00441473	0.00432683
996	567.073	0.0170978	594.027	0.015501	0.101201	590.286	0.00440803	0.00432012
997	567.073	0.0170978	594.115	0.0154931	0.100801	590.429	0.00440133	0.00431341
998	567.073	0.0170978	594.205	0.0154851	0.1004	590.931	0.00439463	0.00430671
999	567.073	0.0170978	594.294	0.0154772	0.1	593.69	0.00438794	0.0043

